Domingo_semana,region,0,0.0275,0.975
2020-11-22,8,283.1,268.2,300.0
2020-11-22,9,162.4,148.7,175.4
2020-11-22,10,141.8,128.9,155.7
2020-11-22,11,5.3,3.2,7.3
2020-11-22,12,80.2,72.3,90.4
2020-11-22,13,306.3,288.2,322.4
2020-11-22,14,80.3,71.6,89.2
2020-11-22,15,12.8,10.0,16.6
2020-11-22,16,50.9,44.1,59.0
2020-11-29,1,38.5,33.1,45.0
2020-11-29,2,27.3,22.0,32.7
2020-11-29,3,9.6,7.1,12.4
2020-11-29,4,32.3,26.8,38.3
2020-11-29,5,95.5,86.4,104.7
2020-11-29,6,48.6,42.7,55.4
2020-11-29,7,85.7,77.4,95.3
2020-11-29,8,329.0,308.6,347.7
2020-11-29,9,172.2,159.3,187.0
2020-11-29,10,141.7,130.9,152.4
2020-11-29,11,6.5,4.4,9.0
2020-11-29,12,84.0,76.0,94.2
2020-11-29,13,378.3,360.2,397.6
2020-11-29,14,86.0,77.9,94.6
2020-11-29,15,13.5,10.3,17.3
2020-11-29,16,53.0,46.4,60.0
2020-12-06,1,53.6,46.7,62.0
2020-12-06,2,45.1,39.4,51.3
2020-12-06,3,9.9,6.9,12.6
2020-12-06,4,36.8,31.4,42.7
2020-12-06,5,100.9,90.8,111.1
2020-12-06,6,50.4,43.5,57.9
2020-12-06,7,124.8,112.8,137.3
2020-12-06,8,354.3,335.3,371.9
2020-12-06,9,171.0,158.5,184.3
2020-12-06,10,142.2,131.1,153.6
2020-12-06,11,7.4,5.0,9.9
2020-12-06,12,84.8,75.8,94.7
2020-12-06,13,435.0,412.7,455.5
2020-12-06,14,93.8,84.4,102.4
2020-12-06,15,19.8,15.6,24.6
2020-12-06,16,56.4,49.4,63.6
2020-12-13,1,74.1,67.4,82.0
2020-12-13,2,62.7,56.0,69.3
2020-12-13,3,14.6,10.8,19.1
2020-12-13,4,42.6,36.1,48.9
