Domingo_semana,region,0,0.0275,0.975
2020-07-26,13,654.2,626.2,684.0
2020-07-26,14,7.0,4.6,9.6
2020-07-26,15,85.4,76.0,96.7
2020-07-26,16,26.6,21.7,32.1
2020-08-02,1,63.2,54.8,72.3
2020-08-02,2,112.9,102.9,123.3
2020-08-02,3,118.0,105.3,130.4
2020-08-02,4,119.2,108.5,130.0
2020-08-02,5,171.3,157.9,184.7
2020-08-02,6,101.7,92.9,111.6
2020-08-02,7,97.5,86.6,108.3
2020-08-02,8,175.3,161.2,188.7
2020-08-02,9,32.4,26.5,36.7
2020-08-02,10,92.5,83.0,101.3
2020-08-02,11,1.3,0.6,2.4
2020-08-02,12,37.4,31.4,43.9
2020-08-02,13,571.8,547.6,596.0
2020-08-02,14,7.5,4.9,9.9
2020-08-02,15,85.9,78.3,95.1
2020-08-02,16,30.3,25.4,36.6
2020-08-09,1,64.5,56.6,73.6
2020-08-09,2,95.8,85.4,105.9
2020-08-09,3,90.1,80.8,99.7
2020-08-09,4,113.0,101.8,124.6
2020-08-09,5,177.6,163.8,192.1
2020-08-09,6,85.9,77.8,93.7
2020-08-09,7,84.5,75.1,93.3
2020-08-09,8,184.5,169.8,200.4
2020-08-09,9,38.6,32.3,44.4
2020-08-09,10,82.6,74.1,92.3
2020-08-09,11,1.1,0.3,2.3
2020-08-09,12,54.2,46.5,60.9
2020-08-09,13,506.5,485.7,529.0
2020-08-09,14,7.1,4.9,9.7
2020-08-09,15,65.2,57.8,74.3
2020-08-09,16,32.1,26.6,37.7
2020-08-16,1,51.2,44.3,58.0
2020-08-16,2,80.6,70.2,89.9
2020-08-16,3,65.5,58.8,74.2
2020-08-16,4,123.2,112.6,136.4
2020-08-16,5,183.5,171.2,198.2
2020-08-16,6,94.7,86.1,105.2
2020-08-16,7,89.6,81.1,99.3
2020-08-16,8,235.8,221.3,250.3
2020-08-16,9,39.6,33.6,47.0
2020-08-16,10,74.7,67.0,82.3
2020-08-16,11,1.7,0.6,2.9
2020-08-16,12,90.9,82.4,100.3
2020-08-16,13,501.8,479.9,524.0
2020-08-16,14,7.2,5.1,10.1
2020-08-16,15,59.7,52.1,68.4
2020-08-16,16,53.5,45.3,61.7
2020-08-23,1,45.0,38.7,53.0
2020-08-23,2,79.7,70.9,88.9
2020-08-23,3,49.3,42.7,56.3
2020-08-23,4,98.4,87.6,109.8
2020-08-23,5,187.5,175.1,200.7
2020-08-23,6,114.3,101.5,125.2
2020-08-23,7,98.7,88.4,109.2
2020-08-23,8,257.3,240.5,273.8
2020-08-23,9,51.5,44.6,58.0
2020-08-23,10,78.1,69.9,86.6
2020-08-23,11,2.3,1.1,3.9
2020-08-23,12,131.8,120.6,143.1
2020-08-23,13,506.5,485.4,528.7
2020-08-23,14,10.3,7.6,13.3
2020-08-23,15,57.9,50.1,66.3
2020-08-23,16,62.1,55.0,72.9
2020-08-30,1,35.8,30.3,41.3
2020-08-30,2,64.9,57.1,73.6
2020-08-30,3,47.0,40.6,54.2
2020-08-30,4,82.4,72.9,92.1
2020-08-30,5,180.8,166.0,195.0
2020-08-30,6,113.0,103.2,123.0
2020-08-30,7,147.0,134.2,157.6
2020-08-30,8,232.5,217.6,250.6
2020-08-30,9,68.2,61.4,75.2
2020-08-30,10,77.1,68.9,86.7
2020-08-30,11,2.6,1.3,4.0
2020-08-30,12,172.9,160.8,185.6
2020-08-30,13,494.2,473.8,519.3
2020-08-30,14,19.7,15.4,24.4
2020-08-30,15,50.3,43.0,58.7
2020-08-30,16,64.4,56.3,72.1
2020-09-06,1,31.9,27.3,37.2
2020-09-06,2,51.2,43.5,58.4
2020-09-06,3,46.1,40.6,52.2
2020-09-06,4,69.6,61.7,78.1
2020-09-06,5,161.0,148.6,173.4
2020-09-06,6,90.4,81.4,99.3
2020-09-06,7,149.1,137.3,163.0
2020-09-06,8,194.6,178.8,208.4
2020-09-06,9,76.4,67.7,85.1
2020-09-06,10,80.2,71.7,90.6
2020-09-06,11,6.9,4.9,9.6
2020-09-06,12,172.2,160.1,186.2
2020-09-06,13,400.0,379.6,421.4
2020-09-06,14,26.5,22.2,31.9
2020-09-06,15,46.3,39.6,53.6
2020-09-06,16,69.3,61.1,78.7
2020-09-13,1,21.2,16.9,25.7
2020-09-13,2,43.1,37.8,49.1
2020-09-13,3,42.1,35.8,49.2
2020-09-13,4,41.0,35.2,47.0
2020-09-13,5,107.2,97.1,118.4
2020-09-13,6,82.1,73.8,91.9
2020-09-13,7,135.9,124.6,147.3
2020-09-13,8,171.1,160.3,185.1
2020-09-13,9,83.3,73.8,93.0
2020-09-13,10,96.4,86.9,107.2
2020-09-13,11,15.3,11.4,19.6
2020-09-13,12,176.7,163.4,189.6
2020-09-13,13,346.2,329.0,363.6
2020-09-13,14,21.1,17.1,26.2
2020-09-13,15,43.1,37.2,49.6
2020-09-13,16,45.0,38.4,51.3
2020-09-20,1,23.2,18.5,28.4
2020-09-20,2,50.2,43.6,57.9
2020-09-20,3,38.6,32.5,44.0
2020-09-20,4,46.3,39.4,52.9
2020-09-20,5,113.7,104.6,123.4
2020-09-20,6,74.5,66.5,83.1
2020-09-20,7,133.0,120.5,142.9
2020-09-20,8,190.7,178.7,204.7
2020-09-20,9,111.6,102.2,121.9
2020-09-20,10,125.0,113.7,136.7
2020-09-20,11,29.0,23.8,34.1
2020-09-20,12,208.1,193.8,222.0
2020-09-20,13,378.6,360.1,396.7
2020-09-20,14,49.3,42.6,57.6
2020-09-20,15,58.8,51.8,66.3
2020-09-20,16,40.2,33.8,46.3
2020-09-27,1,25.4,20.9,30.3
2020-09-27,2,47.8,41.1,53.7
2020-09-27,3,31.6,26.7,37.0
2020-09-27,4,32.2,26.6,37.7
2020-09-27,5,111.3,100.3,121.9
2020-09-27,6,78.1,69.4,87.2
2020-09-27,7,105.3,96.0,116.9
2020-09-27,8,161.8,151.0,174.9
2020-09-27,9,140.8,129.6,153.5
2020-09-27,10,155.5,143.4,167.2
2020-09-27,11,22.7,17.8,27.9
2020-09-27,12,175.2,161.9,191.6
2020-09-27,13,323.4,306.9,341.4
2020-09-27,14,47.6,41.6,54.2
2020-09-27,15,56.1,48.5,63.3
2020-09-27,16,35.2,30.4,41.9
2020-10-04,1,22.2,17.7,26.6
2020-10-04,2,45.2,39.2,50.7
2020-10-04,3,28.1,24.1,34.7
2020-10-04,4,24.3,19.9,30.1
2020-10-04,5,93.5,85.1,105.0
2020-10-04,6,76.7,68.6,85.6
2020-10-04,7,103.3,94.0,112.3
2020-10-04,8,191.4,179.1,204.7
2020-10-04,9,157.9,145.6,173.6
2020-10-04,10,177.1,165.3,190.0
2020-10-04,11,19.1,15.0,24.0
2020-10-04,12,113.3,102.9,125.3
2020-10-04,13,315.5,300.0,332.3
2020-10-04,14,42.7,35.5,48.6
2020-10-04,15,46.1,39.9,52.7
2020-10-04,16,33.6,28.4,39.7
2020-10-11,1,24.9,19.6,29.9
2020-10-11,2,39.1,34.1,44.9
2020-10-11,3,24.7,20.0,29.0
2020-10-11,4,20.2,16.2,24.7
2020-10-11,5,83.6,74.8,92.7
2020-10-11,6,74.8,66.1,83.0
2020-10-11,7,92.8,82.5,103.0
2020-10-11,8,213.5,200.8,231.3
2020-10-11,9,149.7,137.9,161.7
2020-10-11,10,190.1,176.0,204.4
2020-10-11,11,21.4,16.9,26.9
2020-10-11,12,78.6,69.3,87.0
2020-10-11,13,310.5,292.0,330.9
2020-10-11,14,54.4,47.1,60.9
2020-10-11,15,43.1,37.1,49.4
2020-10-11,16,32.9,27.4,38.7
2020-10-18,1,32.0,26.9,37.3
2020-10-18,2,38.2,32.0,44.4
2020-10-18,3,21.1,16.5,25.7
2020-10-18,4,16.1,11.8,19.9
2020-10-18,5,71.4,63.3,79.7
2020-10-18,6,54.8,47.6,62.0
2020-10-18,7,77.8,68.8,86.2
2020-10-18,8,195.1,179.6,208.9
2020-10-18,9,168.8,154.6,183.0
2020-10-18,10,191.1,179.5,205.3
2020-10-18,11,10.7,7.2,14.9
2020-10-18,12,73.7,64.9,82.7
2020-10-18,13,288.9,271.8,305.2
2020-10-18,14,61.4,54.9,68.9
2020-10-18,15,36.5,30.7,42.9
2020-10-18,16,35.2,29.4,41.6
2020-10-25,1,30.6,25.3,36.0
2020-10-25,2,32.4,27.3,37.7
2020-10-25,3,11.3,8.2,14.9
2020-10-25,4,11.3,8.4,14.9
2020-10-25,5,70.0,60.6,79.0
2020-10-25,6,40.4,34.0,46.9
2020-10-25,7,80.3,73.0,89.1
2020-10-25,8,194.6,177.8,210.2
2020-10-25,9,190.2,177.8,205.0
2020-10-25,10,196.6,181.3,211.7
2020-10-25,11,9.1,6.5,12.0
2020-10-25,12,78.6,70.4,87.1
2020-10-25,13,267.7,252.6,284.0
2020-10-25,14,76.4,68.4,86.2
2020-10-25,15,29.7,24.3,35.2
2020-10-25,16,39.9,33.8,46.3
2020-11-01,1,37.7,32.4,43.9
2020-11-01,2,26.5,21.6,30.6
2020-11-01,3,6.6,4.4,9.2
2020-11-01,4,10.7,7.5,14.1
2020-11-01,5,72.2,63.6,83.0
2020-11-01,6,43.3,37.8,49.3
2020-11-01,7,71.4,61.9,79.6
2020-11-01,8,216.8,203.6,231.5
2020-11-01,9,185.7,171.9,200.4
2020-11-01,10,214.4,198.6,230.0
2020-11-01,11,7.6,5.1,10.3
2020-11-01,12,62.5,55.6,70.0
2020-11-01,13,266.6,252.1,283.9
2020-11-01,14,88.5,79.5,98.7
2020-11-01,15,28.5,23.4,33.4
2020-11-01,16,39.9,33.9,46.0
2020-11-08,1,31.3,26.0,37.9
2020-11-08,2,26.2,21.8,31.6
2020-11-08,3,10.1,7.4,13.3
2020-11-08,4,13.0,9.7,16.7
2020-11-08,5,67.4,59.9,75.0
2020-11-08,6,38.4,32.4,43.7
2020-11-08,7,75.6,67.2,84.3
2020-11-08,8,248.3,234.6,265.3
2020-11-08,9,165.8,154.9,179.0
2020-11-08,10,198.0,184.4,215.0
2020-11-08,11,6.7,4.3,8.9
2020-11-08,12,62.8,55.2,70.9
2020-11-08,13,265.3,250.1,282.6
2020-11-08,14,93.7,84.4,102.6
2020-11-08,15,21.2,16.3,26.3
2020-11-08,16,47.3,41.6,53.7
2020-11-15,1,28.0,23.2,33.0
2020-11-15,2,22.5,17.8,27.2
2020-11-15,3,11.8,8.4,15.4
2020-11-15,4,19.0,15.0,23.4
2020-11-15,5,69.0,61.0,77.6
2020-11-15,6,40.2,33.8,47.1
2020-11-15,7,69.9,62.1,77.6
2020-11-15,8,247.6,228.3,262.4
2020-11-15,9,158.1,145.7,171.4
2020-11-15,10,182.7,169.2,201.3
2020-11-15,11,6.3,3.9,8.4
2020-11-15,12,79.0,71.6,87.1
2020-11-15,13,278.1,258.5,296.7
2020-11-15,14,92.1,82.4,103.1
2020-11-15,15,16.0,12.5,20.0
2020-11-15,16,50.1,43.6,58.3
2020-11-22,1,31.6,26.8,37.9
2020-11-22,2,23.1,19.0,27.6
2020-11-22,3,12.0,9.0,15.6
2020-11-22,4,28.1,22.7,34.9
2020-11-22,5,79.5,70.1,88.1
2020-11-22,6,41.5,35.1,48.2
2020-11-22,7,70.4,61.8,79.2
2020-11-22,8,283.3,265.4,299.3
2020-11-22,9,162.1,149.2,175.4
2020-11-22,10,142.4,132.3,153.4
2020-11-22,11,5.1,3.1,7.3
2020-11-22,12,80.3,71.4,89.3
2020-11-22,13,305.4,287.7,321.3
2020-11-22,14,80.3,73.2,88.3
2020-11-22,15,13.2,9.6,17.0
2020-11-22,16,50.4,42.5,56.7
2020-11-29,1,39.1,33.9,46.2
2020-11-29,2,27.3,22.6,32.0
2020-11-29,3,9.5,6.9,12.9
2020-11-29,4,32.3,27.1,38.0
2020-11-29,5,95.1,86.0,106.4
2020-11-29,6,48.4,42.5,54.7
2020-11-29,7,86.2,77.3,94.3
2020-11-29,8,327.1,310.2,346.3
2020-11-29,9,172.2,159.1,186.2
2020-11-29,10,141.4,129.7,154.3
2020-11-29,11,6.4,4.1,8.9
2020-11-29,12,83.1,74.4,94.0
2020-11-29,13,379.3,359.8,400.6
2020-11-29,14,86.6,77.4,96.6
2020-11-29,15,13.7,10.3,17.6
2020-11-29,16,53.3,46.5,60.6
2020-12-06,1,53.3,46.5,60.3
2020-12-06,2,44.8,39.6,51.2
2020-12-06,3,9.7,6.9,13.0
2020-12-06,4,36.7,30.8,43.6
2020-12-06,5,99.9,90.1,109.6
2020-12-06,6,49.3,41.9,56.3
2020-12-06,7,125.2,115.0,136.6
2020-12-06,8,355.8,338.3,374.0
2020-12-06,9,171.4,158.6,185.4
2020-12-06,10,142.6,131.6,152.6
2020-12-06,11,7.2,4.7,9.7
2020-12-06,12,84.3,75.5,93.1
2020-12-06,13,436.0,415.7,457.9
2020-12-06,14,93.8,85.7,102.0
2020-12-06,15,19.8,15.7,25.0
2020-12-06,16,56.5,49.6,64.3
2020-12-13,1,74.3,66.5,83.7
2020-12-13,2,62.2,55.4,70.4
2020-12-13,3,14.5,10.4,18.4
2020-12-13,4,43.0,36.9,49.3
2020-12-13,5,130.3,120.8,142.1
