fecha,Estimado,Indicador,Inferior,Superior,Domingo_semana
2020-10-06,0.521658587183097,C3,0.0,0.0,2020-10-04
2020-10-07,0.531048806064632,C3,0.0,0.0,2020-10-04
2020-10-08,0.544882529988409,C3,0.0,0.0,2020-10-04
2020-10-09,0.562336136093317,C3,0.0,0.0,2020-10-04
2020-10-10,0.566522646431625,C3,0.0,0.0,2020-10-04
2020-10-11,0.565230320244488,C3,0.0,0.0,2020-10-11
2020-10-12,0.573092639191524,C3,0.0,0.0,2020-10-11
2020-10-13,0.583466835771274,C3,0.0,0.0,2020-10-11
2020-10-14,0.586076380767101,C3,0.0,0.0,2020-10-11
2020-10-15,0.584832394553446,C3,0.0,0.0,2020-10-11
2020-10-16,0.585555497482831,C3,0.0,0.0,2020-10-11
2020-10-17,0.57889414713727,C3,0.0,0.0,2020-10-11
2020-10-18,0.57686793898699,C3,0.0,0.0,2020-10-18
2020-10-19,0.565697638713511,C3,0.0,0.0,2020-10-18
2020-10-20,0.562908019634908,C3,0.0,0.0,2020-10-18
2020-10-21,0.562661372009745,C3,0.0,0.0,2020-10-18
2020-10-22,0.562443280332517,C3,0.0,0.0,2020-10-18
2020-10-23,0.565244757967066,C3,0.0,0.0,2020-10-18
2020-10-24,0.569811184102899,C3,0.0,0.0,2020-10-18
2020-10-25,0.573569133923501,C3,0.0,0.0,2020-10-25
2020-10-26,0.583639369261855,C3,0.0,0.0,2020-10-25
2020-10-27,0.586853799246199,C3,0.0,0.0,2020-10-25
2020-10-28,0.585746534090417,C3,0.0,0.0,2020-10-25
2020-10-29,0.58578018462431,C3,0.0,0.0,2020-10-25
2020-10-30,0.581378937604321,C3,0.0,0.0,2020-10-25
2020-10-31,0.591515273664984,C3,0.0,0.0,2020-10-25
2020-11-01,0.594002046823059,C3,0.0,0.0,2020-11-01
2020-11-02,0.585400988340765,C3,0.0,0.0,2020-11-01
2020-11-03,0.587622715713786,C3,0.0,0.0,2020-11-01
2020-11-04,0.594584206719695,C3,0.0,0.0,2020-11-01
2020-11-05,0.602591801908313,C3,0.0,0.0,2020-11-01
2020-11-06,0.604065070641643,C3,0.0,0.0,2020-11-01
2020-11-07,0.605502973801938,C3,0.0,0.0,2020-11-01
2020-11-08,0.607862309838549,C3,0.0,0.0,2020-11-08
2020-11-09,0.620377259148081,C3,0.0,0.0,2020-11-08
2020-11-10,0.619782442238227,C3,0.0,0.0,2020-11-08
2020-11-11,0.622289360340484,C3,0.0,0.0,2020-11-08
2020-11-12,0.622850511153806,C3,0.0,0.0,2020-11-08
2020-11-13,0.621990432699544,C3,0.0,0.0,2020-11-08
2020-11-14,0.615276151396744,C3,0.0,0.0,2020-11-08
2020-11-15,0.614897672328725,C3,0.0,0.0,2020-11-15
2020-11-16,0.611916618967344,C3,0.0,0.0,2020-11-15
2020-11-17,0.612436658726001,C3,0.0,0.0,2020-11-15
2020-11-18,0.611503358576673,C3,0.0,0.0,2020-11-15
2020-11-19,0.609843811036726,C3,0.0,0.0,2020-11-15
2020-11-20,0.616732794559509,C3,0.0,0.0,2020-11-15
2020-11-21,0.624401096047686,C3,0.0,0.0,2020-11-15
2020-11-22,0.627921939671685,C3,0.0,0.0,2020-11-22
2020-11-23,0.63165917143823,C3,0.0,0.0,2020-11-22
2020-11-24,0.62914342888967,C3,0.0,0.0,2020-11-22
2020-11-25,0.630892893017775,C3,0.0,0.0,2020-11-22
2020-11-26,0.625957140939166,C3,0.0,0.0,2020-11-22
2020-11-27,0.617322610806173,C3,0.0,0.0,2020-11-22
2020-11-28,0.613294345781865,C3,0.0,0.0,2020-11-22
